"term","contrast","estimate","std.error","statistic","p.value","conf.low","conf.high"
"age_cat","35-54 - 18-34",0.0143955451383038,0.00686385566982335,2.09729717971682,0.0359672763763199,0.000942635230368999,0.0278484550462386
"age_cat","55-64 - 18-34",0.0258797362896567,0.00699597342377372,3.69923307623098,0.000216251940360358,0.0121678803422608,0.0395915922370525
"age_cat","65-74 - 18-34",0.0195497729234928,0.0080681466585088,2.42308100620299,0.0153894945827064,0.00373649605082833,0.0353630497961572
"age_cat","75+ - 18-34",0.0255147001638179,0.00898304319895728,2.84031809696513,0.00450685682054455,0.00790825902229412,0.0431211413053416
"cancer_ever","1 - 0",0.0347331959121736,0.00701349071245604,4.95234075814588,7.33260552097595e-07,0.0209870067098536,0.0484793851144937
"education","College+ - Less than HS",0.00404450092051082,0.0076642225236714,0.527711833525076,0.597699358685511,-0.0109770991953858,0.0190661010364075
"education","HS - Less than HS",-0.00366885098807481,0.00668003227939203,-0.549226535834752,0.58284999594567,-0.0167614736712482,0.00942377169509857
"education","Some college - Less than HS",0.00325012777513001,0.00723304799888471,0.449344145874763,0.653183416525407,-0.0109263858011335,0.0174266413513935
"income_pct_fpl","Low Income - High Income",-0.00173906266989412,0.00750084760172416,-0.231848820591206,0.816655436643423,-0.0164404538227971,0.0129623284830089
"income_pct_fpl","Middle Income - High Income",-0.000608524099431758,0.00599194377546506,-0.101557044297287,0.919108276776344,-0.0123525180967322,0.0111354698978687
"income_pct_fpl","Near Poor - High Income",0.0176968975918982,0.0136311323391156,1.29827054360815,0.194194384725468,-0.00901963086126748,0.044413426045064
"income_pct_fpl","Poor/Negative - High Income",-0.0100771846011225,0.00697156863306495,-1.44546875050876,0.14832626443474,-0.0237412080376789,0.00358683883543398
"insurance_status","Medicaid/Public Only - Private",0.00737438752864273,0.00880031321735927,0.837968757077442,0.402048250667373,-0.00987390943005324,0.0246226844873387
"insurance_status","Medicare/Other Public - Private",-0.0111550843457959,0.00622863864574688,-1.79093458141339,0.0733037935086283,-0.0233629917641742,0.0010528230725823
"insurance_status","Uninsured - Private",-0.0378671043518158,0.00740763683097053,-5.11190076077941,3.18933369235348e-07,-0.0523858057510705,-0.0233484029525611
"mental_health_cat","Not observed - No SPD",0.000684761224914013,0.00440190531679493,0.155560189425563,0.876379707072548,-0.00794281465935943,0.00931233710918746
"mental_health_cat","SPD - No SPD",0.0335038406569545,0.0136065051619278,2.46233990714244,0.0138033780875845,0.00683558058411768,0.0601721007297914
"n_chronic_conditions_cat","1 - 0",0.0207202542609859,0.00440874767715784,4.69980497372067,2.60410061348209e-06,0.0120792675968319,0.0293612409251398
"n_chronic_conditions_cat","2-3 - 0",0.0566314484965965,0.0052910395800561,10.7032744018891,9.82439621256034e-27,0.0462612014789107,0.0670016955142824
"n_chronic_conditions_cat","4+ - 0",0.181329861288537,0.0183319712255582,9.89145460995097,4.53391413446774e-23,0.145399857920818,0.217259864656255
"race_ethnicity","Asian Non-Hispanic - White Non-Hispanic",-0.0229462998379153,0.0144325190068686,-1.589902623859,0.111856756139604,-0.0512335172975674,0.00534091762173688
"race_ethnicity","Black Non-Hispanic - White Non-Hispanic",-0.0170988301211746,0.00568233615096432,-3.00911978223479,0.00262005795635716,-0.0282360043251147,-0.00596165591723463
"race_ethnicity","Hispanic - White Non-Hispanic",-0.0183252512313578,0.00672842527466168,-2.72355721930481,0.00645830271695836,-0.0315127224423637,-0.00513778002035189
"race_ethnicity","Other/Multiple Non-Hispanic - White Non-Hispanic",-0.0043600626044629,0.00969822068784196,-0.449573457317674,0.653018030360846,-0.0233682258667544,0.0146481006578286
"sex","Female - Male",0.0146500625930268,0.00412433014865203,3.55210714588767,0.000382159209970739,0.00656652404131613,0.0227336011447375
