"term","contrast","insurance_status","estimate","std.error","statistic","p.value","s.value","conf.low","conf.high"
"n_chronic_conditions_cat","1 - 0","Private",0.0207290696848442,0.00569197387783186,3.64180688979903,0.000270731131770174,11.8508515848374,0.00957300588335096,0.0318851334863374
"n_chronic_conditions_cat","2-3 - 0","Private",0.0568479085390935,0.00758641160098086,7.4933857440247,6.71192633998489e-14,43.7602664454108,0.0419788150292742,0.0717170020489128
"n_chronic_conditions_cat","4+ - 0","Private",0.213792491006526,0.0329821390325279,6.48206869771782,9.04734250725054e-11,33.3637149548395,0.149148686369679,0.278436295643373
"n_chronic_conditions_cat","1 - 0","Medicare/Other Public",0.0200005022930251,0.0137027451005594,1.45959821526627,0.144400530058038,2.79185205688181,-0.00685638459340401,0.0468573891794542
"n_chronic_conditions_cat","2-3 - 0","Medicare/Other Public",0.0529113348142677,0.0127288949902243,4.15678932498878,3.22751361263653e-05,14.9192172940579,0.0279631590704356,0.0778595105580997
"n_chronic_conditions_cat","4+ - 0","Medicare/Other Public",0.183404627951251,0.0276853821964326,6.62460162731234,3.48185902372973e-11,34.7413512525708,0.129142275948017,0.237666979954486
"n_chronic_conditions_cat","1 - 0","Medicaid/Public Only",0.0279663104988933,0.0118326407597582,2.36348851171113,0.0181037879502915,5.78756459824853,0.00477476076776661,0.0511578602300201
"n_chronic_conditions_cat","2-3 - 0","Medicaid/Public Only",0.0781574139230642,0.0161978231579929,4.82518009739456,1.39876812731308e-06,19.4474117414181,0.0464102639054492,0.109904563940679
"n_chronic_conditions_cat","4+ - 0","Medicaid/Public Only",0.139654369761597,0.0314457127559513,4.44112591263069,8.94894100540298e-06,16.7698516016566,0.0780219052917405,0.201286834231453
"n_chronic_conditions_cat","1 - 0","Uninsured",0.00424496992491544,0.00504201921137216,0.841918633578589,0.399833499487274,1.32252874356647,-0.00563720613873304,0.0141271459885639
"n_chronic_conditions_cat","2-3 - 0","Uninsured",0.0237440406958299,0.0119804543842074,1.98189817634373,0.047490638102647,4.39621304883769,0.000262781584358426,0.0472252998073014
"n_chronic_conditions_cat","4+ - 0","Uninsured",0.206160347890813,0.110026297529442,1.87373702941923,0.0609666794583653,4.0358352178234,-0.00948723261918183,0.421807928400808
